transaction_id,account_id,purchase_date,sku_code,brand_title,product_category,cart_value_inr,coupon_discount,payment_gateway,shipping_city,return_flag,customer_score,event_type
MYN_TXN_0001035,MYN_ACC_00220,2025-09-17 17:30:20,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,Net Banking,Lucknow,0,90,cart
MYN_TXN_0002321,MYN_ACC_00260,2025-09-17 18:07:37,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Pune,0,90,view
MYN_TXN_0007150,MYN_ACC_00453,2025-09-17 18:43:25,MYN_B01,MAC Studio Fix Fluid Foundation,Luxury Beauty & Fragrance,3600.0,0,Net Banking,Pune,0,85,buy
MYN_TXN_0007277,MYN_ACC_00621,2025-09-17 18:44:30,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,0.0,0,Credit Card,Mumbai,0,90,cart
MYN_TXN_0005209,MYN_ACC_00254,2025-09-17 19:04:23,MYN_B01,MAC Studio Fix Fluid Foundation,Luxury Beauty & Fragrance,0.0,0,Net Banking,Ahmedabad,0,90,view
MYN_TXN_0005871,MYN_ACC_00918,2025-09-17 19:16:31,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,Credit Card,Chandigarh,0,90,cart
MYN_TXN_0007449,MYN_ACC_00196,2025-09-17 19:24:59,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,500.0,1000,UPI AutoPay,Ahmedabad,0,90,buy
MYN_TXN_0006469,MYN_ACC_00103,2025-09-17 20:34:24,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,UPI AutoPay,Chennai,0,90,view
MYN_TXN_0007971,MYN_ACC_00592,2025-09-17 20:40:25,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,7400.0,1000,Credit Card,Chandigarh,0,95,buy
MYN_TXN_0002556,MYN_ACC_00499,2025-09-17 20:41:04,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Net Banking,Hyderabad,0,90,view
MYN_TXN_0001586,MYN_ACC_00147,2025-09-17 20:56:54,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Net Banking,Chennai,0,90,cart
MYN_TXN_0004685,MYN_ACC_00038,2025-09-17 21:03:36,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,UPI AutoPay,Jaipur,0,90,view
MYN_TXN_0002293,MYN_ACC_00218,2025-09-17 21:31:44,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Credit Card,Hyderabad,0,90,view
MYN_TXN_0005692,MYN_ACC_00860,2025-09-17 21:39:06,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,0.0,0,UPI AutoPay,Kochi,0,90,view
MYN_TXN_0005072,MYN_ACC_00880,2025-09-17 21:58:17,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Chennai,0,90,view
MYN_TXN_0001179,MYN_ACC_00603,2025-09-17 22:05:03,MYN_B01,MAC Studio Fix Fluid Foundation,Luxury Beauty & Fragrance,0.0,0,Net Banking,Chennai,0,90,view
MYN_TXN_0003189,MYN_ACC_00511,2025-09-17 22:15:25,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,0.0,0,Credit Card,Pune,0,90,view
MYN_TXN_0004263,MYN_ACC_00738,2025-09-17 22:25:13,MYN_M03,Calvin Klein Classic Logo Tee,Men Casual & Streetwear,0.0,0,UPI AutoPay,Hyderabad,0,90,view
MYN_TXN_0002798,MYN_ACC_00328,2025-09-17 22:38:31,MYN_S01,Adidas Originals Superstar Sneakers,Footwear & Sneakers,0.0,0,Myntra Credit / PayTM,Lucknow,0,90,view
MYN_TXN_0005597,MYN_ACC_00724,2025-09-17 22:56:51,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,Net Banking,Hyderabad,0,90,cart
MYN_TXN_0002266,MYN_ACC_00286,2025-09-17 23:17:00,MYN_M03,Calvin Klein Classic Logo Tee,Men Casual & Streetwear,0.0,0,Net Banking,Bengaluru,0,90,view
MYN_TXN_0004910,MYN_ACC_00499,2025-09-17 23:21:12,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,Net Banking,Hyderabad,0,90,view
MYN_TXN_0004232,MYN_ACC_00877,2025-09-17 23:37:08,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,Credit Card,Kochi,0,90,view
MYN_TXN_0007841,MYN_ACC_00290,2025-09-17 23:43:17,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Net Banking,Delhi NCR,0,90,view
MYN_TXN_0000104,MYN_ACC_00602,2025-09-18 07:27:43,MYN_B01,MAC Studio Fix Fluid Foundation,Luxury Beauty & Fragrance,0.0,0,Credit Card,Bengaluru,0,90,view
MYN_TXN_0007213,MYN_ACC_00601,2025-09-18 08:12:04,MYN_S01,Adidas Originals Superstar Sneakers,Footwear & Sneakers,0.0,0,Net Banking,Delhi NCR,0,90,view
MYN_TXN_0004811,MYN_ACC_00006,2025-09-18 08:31:55,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,8400.0,0,Net Banking,Chandigarh,0,80,buy
MYN_TXN_0000843,MYN_ACC_00272,2025-09-18 08:49:07,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Chennai,0,90,view
MYN_TXN_0006707,MYN_ACC_00579,2025-09-18 09:08:00,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,2550.0,400,Net Banking,Chandigarh,0,95,buy
MYN_TXN_0007026,MYN_ACC_00095,2025-09-18 09:17:54,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,Credit Card,Bengaluru,0,90,view
MYN_TXN_0000555,MYN_ACC_00682,2025-09-18 10:19:30,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,0.0,0,Credit Card,Delhi NCR,0,90,view
MYN_TXN_0005746,MYN_ACC_00093,2025-09-18 11:43:25,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Credit Card,Chandigarh,0,90,cart
MYN_TXN_0000242,MYN_ACC_00884,2025-09-18 11:43:35,MYN_M04,Snitch Oversized Corduroy Shirt,Men Casual & Streetwear,0.0,0,Credit Card,Pune,0,90,view
MYN_TXN_0003873,MYN_ACC_00127,2025-09-18 11:58:07,MYN_M03,Calvin Klein Classic Logo Tee,Men Casual & Streetwear,0.0,0,Myntra Credit / PayTM,Pune,0,90,view
MYN_TXN_0000048,MYN_ACC_00407,2025-09-18 12:13:51,MYN_S03,Aldo Men Leather Chelsea Boots,Footwear & Sneakers,0.0,0,Credit Card,Hyderabad,0,90,view
MYN_TXN_0003332,MYN_ACC_00410,2025-09-18 14:32:52,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,0.0,0,Myntra Credit / PayTM,Bengaluru,0,90,view
MYN_TXN_0006427,MYN_ACC_00319,2025-09-18 15:00:29,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,UPI AutoPay,Chandigarh,0,90,view
MYN_TXN_0007435,MYN_ACC_00225,2025-09-18 15:03:15,MYN_B01,MAC Studio Fix Fluid Foundation,Luxury Beauty & Fragrance,0.0,0,Myntra Credit / PayTM,Kolkata,0,90,view
MYN_TXN_0003595,MYN_ACC_00302,2025-09-18 15:16:31,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,0.0,0,Credit Card,Lucknow,0,90,view
MYN_TXN_0007468,MYN_ACC_00846,2025-09-18 15:22:15,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Myntra Credit / PayTM,Bengaluru,0,90,view
MYN_TXN_0005716,MYN_ACC_00196,2025-09-18 15:40:12,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Credit Card,Ahmedabad,0,90,cart
MYN_TXN_0003175,MYN_ACC_00156,2025-09-18 16:12:56,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Net Banking,Lucknow,0,90,view
MYN_TXN_0000767,MYN_ACC_00372,2025-09-18 16:14:48,MYN_S01,Adidas Originals Superstar Sneakers,Footwear & Sneakers,0.0,0,Credit Card,Kochi,0,90,view
MYN_TXN_0003265,MYN_ACC_00114,2025-09-18 16:28:10,MYN_M03,Calvin Klein Classic Logo Tee,Men Casual & Streetwear,0.0,0,Credit Card,Delhi NCR,0,90,view
MYN_TXN_0006351,MYN_ACC_00705,2025-09-18 18:07:16,MYN_S01,Adidas Originals Superstar Sneakers,Footwear & Sneakers,0.0,0,Myntra Credit / PayTM,Kolkata,0,90,view
MYN_TXN_0006274,MYN_ACC_00311,2025-09-18 18:12:18,MYN_M02,Jack & Jones Tapered Cargo Pants,Men Casual & Streetwear,0.0,0,Credit Card,Chandigarh,0,90,cart
MYN_TXN_0004780,MYN_ACC_00682,2025-09-18 18:27:10,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,Net Banking,Delhi NCR,0,90,view
MYN_TXN_0001439,MYN_ACC_00008,2025-09-18 18:30:29,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Credit Card,Hyderabad,0,90,view
MYN_TXN_0000559,MYN_ACC_00909,2025-09-18 18:31:31,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Credit Card,Kochi,0,90,view
MYN_TXN_0001614,MYN_ACC_00073,2025-09-18 18:35:17,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,UPI AutoPay,Lucknow,0,90,view
MYN_TXN_0004348,MYN_ACC_00349,2025-09-18 18:59:28,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,Net Banking,Kochi,0,90,view
MYN_TXN_0006279,MYN_ACC_00048,2025-09-18 19:00:32,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Credit Card,Ahmedabad,0,90,view
MYN_TXN_0007311,MYN_ACC_00531,2025-09-18 19:08:56,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Credit Card,Bengaluru,0,90,view
MYN_TXN_0003155,MYN_ACC_00579,2025-09-18 19:39:06,MYN_S03,Aldo Men Leather Chelsea Boots,Footwear & Sneakers,0.0,0,Net Banking,Chandigarh,0,90,view
MYN_TXN_0004340,MYN_ACC_00025,2025-09-18 19:44:24,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,UPI AutoPay,Pune,0,90,view
MYN_TXN_0000529,MYN_ACC_00558,2025-09-18 19:48:32,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Credit Card,Pune,0,90,view
MYN_TXN_0007023,MYN_ACC_00661,2025-09-18 19:55:26,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,UPI AutoPay,Lucknow,0,90,view
MYN_TXN_0006738,MYN_ACC_00544,2025-09-18 20:04:29,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,UPI AutoPay,Jaipur,0,90,cart
MYN_TXN_0003724,MYN_ACC_00853,2025-09-18 20:11:43,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,1499.0,0,Credit Card,Kochi,0,90,buy
MYN_TXN_0006897,MYN_ACC_00382,2025-09-18 20:24:11,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,1399.0,500,UPI AutoPay,Mumbai,0,70,buy
MYN_TXN_0002790,MYN_ACC_00021,2025-09-18 20:26:58,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,Credit Card,Chennai,0,90,view
MYN_TXN_0000852,MYN_ACC_00247,2025-09-18 20:32:18,MYN_M03,Calvin Klein Classic Logo Tee,Men Casual & Streetwear,0.0,0,UPI AutoPay,Jaipur,0,90,view
MYN_TXN_0002219,MYN_ACC_00857,2025-09-18 20:36:36,MYN_S02,Birkenstock Arizona Leather Slides,Footwear & Sneakers,0.0,0,Credit Card,Lucknow,0,90,view
MYN_TXN_0002701,MYN_ACC_00790,2025-09-18 20:37:15,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Credit Card,Mumbai,0,90,view
MYN_TXN_0000853,MYN_ACC_00576,2025-09-18 20:46:42,MYN_S03,Aldo Men Leather Chelsea Boots,Footwear & Sneakers,0.0,0,Myntra Credit / PayTM,Pune,0,90,view
MYN_TXN_0003819,MYN_ACC_00842,2025-09-18 21:06:53,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,UPI AutoPay,Bengaluru,0,90,view
MYN_TXN_0007317,MYN_ACC_00249,2025-09-18 21:11:58,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Ahmedabad,0,90,view
MYN_TXN_0003056,MYN_ACC_00662,2025-09-18 21:40:50,MYN_S01,Adidas Originals Superstar Sneakers,Footwear & Sneakers,0.0,0,UPI AutoPay,Chennai,0,90,view
MYN_TXN_0003406,MYN_ACC_00356,2025-09-18 21:41:27,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,UPI AutoPay,Jaipur,0,90,view
MYN_TXN_0004294,MYN_ACC_00350,2025-09-18 21:44:25,MYN_M04,Snitch Oversized Corduroy Shirt,Men Casual & Streetwear,0.0,0,Credit Card,Kochi,0,90,view
MYN_TXN_0006220,MYN_ACC_00928,2025-09-18 22:55:40,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,Credit Card,Pune,0,90,view
MYN_TXN_0006565,MYN_ACC_00440,2025-09-18 22:58:13,MYN_S02,Birkenstock Arizona Leather Slides,Footwear & Sneakers,0.0,0,UPI AutoPay,Ahmedabad,0,90,view
MYN_TXN_0006561,MYN_ACC_00720,2025-09-18 23:38:16,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Chandigarh,0,90,view
MYN_TXN_0003375,MYN_ACC_00880,2025-09-19 00:51:08,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Chennai,0,90,view
MYN_TXN_0004864,MYN_ACC_00198,2025-09-19 01:14:40,MYN_S01,Adidas Originals Superstar Sneakers,Footwear & Sneakers,0.0,0,Credit Card,Ahmedabad,0,90,view
MYN_TXN_0001982,MYN_ACC_00745,2025-09-19 01:49:28,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,Credit Card,Ahmedabad,0,90,view
MYN_TXN_0005480,MYN_ACC_00527,2025-09-19 01:53:21,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Net Banking,Mumbai,0,90,cart
MYN_TXN_0006541,MYN_ACC_00734,2025-09-19 02:09:23,MYN_M02,Jack & Jones Tapered Cargo Pants,Men Casual & Streetwear,0.0,0,Net Banking,Hyderabad,0,90,view
MYN_TXN_0000415,MYN_ACC_00403,2025-09-19 03:05:51,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Lucknow,0,90,view
MYN_TXN_0004936,MYN_ACC_00330,2025-09-19 04:56:21,MYN_S01,Adidas Originals Superstar Sneakers,Footwear & Sneakers,0.0,0,Net Banking,Jaipur,0,90,view
MYN_TXN_0005118,MYN_ACC_00083,2025-09-19 07:14:50,MYN_M02,Jack & Jones Tapered Cargo Pants,Men Casual & Streetwear,0.0,0,Credit Card,Kochi,0,90,view
MYN_TXN_0003888,MYN_ACC_00260,2025-09-19 09:11:01,MYN_M02,Jack & Jones Tapered Cargo Pants,Men Casual & Streetwear,0.0,0,Net Banking,Pune,0,90,cart
MYN_TXN_0003469,MYN_ACC_00550,2025-09-19 11:06:59,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Net Banking,Pune,0,90,view
MYN_TXN_0005266,MYN_ACC_00348,2025-09-19 11:24:01,MYN_W04,W for Woman Silk Blend Trousers,Women Western & Ethnic,0.0,0,UPI AutoPay,Hyderabad,0,90,view
MYN_TXN_0002272,MYN_ACC_00405,2025-09-19 11:46:46,MYN_M04,Snitch Oversized Corduroy Shirt,Men Casual & Streetwear,0.0,0,Net Banking,Kolkata,0,90,view
MYN_TXN_0004571,MYN_ACC_00064,2025-09-19 11:46:54,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Lucknow,0,90,view
MYN_TXN_0006001,MYN_ACC_00676,2025-09-19 12:03:48,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,Credit Card,Kochi,0,90,view
MYN_TXN_0003286,MYN_ACC_00120,2025-09-19 13:21:39,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,UPI AutoPay,Mumbai,0,90,view
MYN_TXN_0006091,MYN_ACC_00488,2025-09-19 13:40:14,MYN_B01,MAC Studio Fix Fluid Foundation,Luxury Beauty & Fragrance,0.0,0,Net Banking,Kochi,0,90,view
MYN_TXN_0001046,MYN_ACC_00413,2025-09-19 13:50:47,MYN_M02,Jack & Jones Tapered Cargo Pants,Men Casual & Streetwear,0.0,0,UPI AutoPay,Ahmedabad,0,90,view
MYN_TXN_0006870,MYN_ACC_00105,2025-09-19 13:51:43,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,UPI AutoPay,Kolkata,0,90,view
MYN_TXN_0000118,MYN_ACC_00738,2025-09-19 14:14:57,MYN_B01,MAC Studio Fix Fluid Foundation,Luxury Beauty & Fragrance,0.0,0,Net Banking,Hyderabad,0,90,view
MYN_TXN_0006192,MYN_ACC_00068,2025-09-19 14:39:43,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,Net Banking,Chandigarh,0,90,view
MYN_TXN_0006617,MYN_ACC_00790,2025-09-19 15:25:11,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Myntra Credit / PayTM,Mumbai,0,90,view
MYN_TXN_0005958,MYN_ACC_00125,2025-09-19 15:52:00,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,0.0,0,UPI AutoPay,Delhi NCR,0,90,view
MYN_TXN_0004710,MYN_ACC_00793,2025-09-19 15:55:34,MYN_B02,Yves Saint Laurent Libre Eau De Parfum,Luxury Beauty & Fragrance,0.0,0,Net Banking,Chandigarh,0,90,cart
MYN_TXN_0004308,MYN_ACC_00218,2025-09-19 16:26:40,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Net Banking,Hyderabad,0,90,view
MYN_TXN_0006779,MYN_ACC_00388,2025-09-19 16:48:00,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,UPI AutoPay,Ahmedabad,0,90,view
MYN_TXN_0003411,MYN_ACC_00234,2025-09-19 16:57:58,MYN_W01,Mango Floral Print Maxi Dress,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Ahmedabad,0,90,view
MYN_TXN_0003446,MYN_ACC_00872,2025-09-19 16:59:05,MYN_B01,MAC Studio Fix Fluid Foundation,Luxury Beauty & Fragrance,0.0,0,Credit Card,Mumbai,0,90,view
MYN_TXN_0004237,MYN_ACC_00592,2025-09-19 17:10:54,MYN_W02,Anouk Embroidered Chanderi Kurta,Women Western & Ethnic,0.0,0,Net Banking,Chandigarh,0,90,view
MYN_TXN_0005330,MYN_ACC_00067,2025-09-19 18:06:08,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,Myntra Credit / PayTM,Ahmedabad,0,90,view
MYN_TXN_0007455,MYN_ACC_00211,2025-09-19 18:23:24,MYN_W03,H&M Ribbed Knit Top,Women Western & Ethnic,0.0,0,Credit Card,Chennai,0,90,view
MYN_TXN_0005557,MYN_ACC_00579,2025-09-19 18:27:33,MYN_S02,Birkenstock Arizona Leather Slides,Footwear & Sneakers,0.0,0,Credit Card,Chandigarh,0,90,view
MYN_TXN_0001592,MYN_ACC_00531,2025-09-19 19:11:06,MYN_B03,Clinique Moisture Surge 100H,Luxury Beauty & Fragrance,0.0,0,Myntra Credit / PayTM,Bengaluru,0,90,view
MYN_TXN_0001216,MYN_ACC_00807,2025-09-19 19:28:32,MYN_S02,Birkenstock Arizona Leather Slides,Footwear & Sneakers,0.0,0,Myntra Credit / PayTM,Pune,0,90,view
